-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 03/08/2019 through 11/08/2020 in LST
Location: Latitude  51.0662   Longitude -114.0936 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1289.78 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
CLRSKY_SFC_SW_DWN      CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (Wh/m^2) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (Wh/m^2) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C) 
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/hour) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees) 
CLOUD_AMT              CERES SYN1deg Cloud Amount (%) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SRF_ALB         CERES SYN1deg All Sky Surface Albedo (dimensionless) 
PS                     MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_PAR_TOT     CERES SYN1deg All Sky Surface Total PAR (Wh/m^2) 
CLRSKY_SFC_PAR_TOT     CERES SYN1deg Clear Sky Surface Total PAR (Wh/m^2) 
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg) 
SZA                    CERES SYN1deg Solar Zenith Angle (Degrees) 
ALLSKY_SFC_UVA         CERES SYN1deg All Sky Surface UVA Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,T2MDEW,T2MWET,RH2M,PRECTOTCORR,WS10M,WD10M,CLOUD_AMT,ALLSKY_KT,ALLSKY_SRF_ALB,PS,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,QV2M,SZA,ALLSKY_SFC_UVA
2019,5,22,23,0.0,0.0,0.0,0.0,4.95,1.75,3.35,79.71,0.0,2.71,227.2,84.92,-999.0,-999.0,87.36,0.0,0.0,4.95,90.0,0.0
2019,5,23,0,0.0,0.0,0.0,0.0,4.51,1.42,2.96,80.37,0.0,2.76,231.5,81.76,-999.0,-999.0,87.35,0.0,0.0,4.84,90.0,0.0
2019,5,23,1,0.0,0.0,0.0,0.0,4.19,1.19,2.69,80.82,0.0,2.78,231.0,98.26,-999.0,-999.0,87.33,0.0,0.0,4.76,90.0,0.0
2019,5,23,2,0.0,0.0,0.0,0.0,4.07,1.02,2.55,80.46,0.0,2.83,229.2,99.21,-999.0,-999.0,87.31,0.0,0.0,4.7,90.0,0.0
2019,5,23,3,0.0,0.0,0.0,0.0,4.21,0.85,2.53,78.8,0.0,2.88,229.2,99.51,-999.0,-999.0,87.27,0.0,0.0,4.65,90.0,0.0
2019,5,23,4,35.05,63.45,0.0,31.66,5.66,1.09,3.38,72.25,0.0,2.87,229.7,100.0,0.25,0.19,87.23,14.68,24.22,4.72,83.85,1.95
2019,5,23,5,116.65,202.65,0.0,100.85,8.0,1.54,4.77,63.56,0.0,2.92,227.6,100.0,0.35,0.19,87.19,51.15,83.55,4.88,75.34,6.75
2019,5,23,6,222.9,369.33,1.37,194.12,10.0,1.81,5.9,56.65,0.0,2.95,219.9,100.0,0.42,0.2,87.17,99.02,157.1,4.98,66.16,13.4
2019,5,23,7,320.12,535.9,8.41,276.45,12.79,1.83,7.31,47.17,0.0,3.1,213.3,100.0,0.44,0.2,87.14,141.58,230.86,4.99,56.87,19.74
2019,5,23,8,448.25,683.1,17.48,373.81,15.04,1.66,8.35,40.25,0.01,2.9,213.0,99.92,0.5,0.2,87.11,198.79,295.52,4.93,47.9,27.9
2019,5,23,9,623.72,799.97,206.99,477.88,16.35,1.93,9.14,37.74,0.15,2.31,205.3,99.25,0.61,0.21,87.07,275.78,346.88,5.03,39.89,37.89
2019,5,23,10,586.55,876.1,148.93,392.83,17.2,2.14,9.67,36.3,0.35,1.88,193.5,96.77,0.53,0.2,87.02,257.72,379.33,5.11,33.83,36.71
2019,5,23,11,535.08,878.15,27.6,426.95,17.73,2.26,9.99,35.43,0.33,1.51,183.4,99.96,0.47,0.21,86.97,236.37,375.1,5.16,31.09,33.28
2019,5,23,12,543.47,861.9,33.16,440.56,18.1,2.33,10.21,34.78,0.33,1.08,170.4,99.98,0.49,0.21,86.89,238.88,368.62,5.19,32.61,33.5
2019,5,23,13,529.67,798.03,43.53,429.58,18.39,2.34,10.37,34.13,0.32,0.87,143.9,99.99,0.51,0.21,86.81,233.77,341.22,5.19,37.83,32.03
2019,5,23,14,428.9,695.15,28.16,355.83,18.49,2.38,10.43,34.08,0.44,0.93,114.9,99.46,0.46,0.2,86.74,188.15,296.94,5.22,45.39,26.12
2019,5,23,15,347.23,556.28,43.26,274.71,17.95,2.58,10.27,35.78,0.56,1.2,91.9,97.99,0.45,0.2,86.7,154.23,236.23,5.3,54.15,21.06
2019,5,23,16,146.3,394.45,13.56,124.64,16.83,3.27,10.05,40.34,1.4,1.42,81.5,99.6,0.25,0.2,86.68,67.45,165.17,5.57,63.38,9.54
2019,5,23,17,78.07,231.95,16.16,66.73,15.1,5.38,10.24,52.39,4.32,1.08,72.2,99.21,0.2,0.19,86.68,35.9,94.9,6.48,72.62,5.07
2019,5,23,18,31.67,88.65,9.35,27.79,12.81,7.67,10.24,71.08,9.71,0.8,52.1,98.81,0.16,0.19,86.7,14.2,34.55,7.58,81.5,2.02
2019,5,23,19,4.25,7.12,0.0,5.82,10.61,7.48,9.04,81.04,16.78,1.4,0.0,97.93,0.16,0.21,86.72,1.6,2.58,7.47,88.86,0.25
2019,5,23,20,0.0,0.0,0.0,0.0,8.92,7.36,8.14,90.16,21.91,2.1,344.0,98.28,-999.0,-999.0,86.72,0.0,0.0,7.42,90.0,0.0
2019,5,23,21,0.0,0.0,0.0,0.0,7.71,6.41,7.06,91.94,21.79,3.19,334.6,96.9,-999.0,-999.0,86.68,0.0,0.0,6.97,90.0,0.0
2019,5,23,22,0.0,0.0,0.0,0.0,6.41,5.63,6.02,95.15,19.8,3.73,321.1,98.1,-999.0,-999.0,86.63,0.0,0.0,6.6,90.0,0.0
2019,5,23,23,0.0,0.0,0.0,0.0,5.5,4.73,5.11,95.01,16.43,3.76,308.7,98.51,-999.0,-999.0,86.58,0.0,0.0,6.19,90.0,0.0
2019,5,24,0,0.0,0.0,0.0,0.0,4.82,3.81,4.32,93.15,12.48,3.75,300.8,98.16,-999.0,-999.0,86.54,0.0,0.0,5.79,90.0,0.0
2019,5,24,1,0.0,0.0,0.0,0.0,4.43,3.14,3.79,91.23,8.63,3.45,293.7,94.49,-999.0,-999.0,86.49,0.0,0.0,5.52,90.0,0.0
2019,5,24,2,0.0,0.0,0.0,0.0,4.25,2.82,3.54,90.36,5.96,3.11,291.5,95.2,-999.0,-999.0,86.46,0.0,0.0,5.4,90.0,0.0
2019,5,24,3,0.0,0.0,0.0,0.0,4.19,2.95,3.57,91.55,4.84,2.67,296.0,97.47,-999.0,-999.0,86.43,0.0,0.0,5.45,90.0,0.0
2019,5,24,4,25.33,60.38,4.29,22.92,4.78,3.49,4.14,91.2,4.3,2.42,302.5,99.78,0.17,0.19,86.42,11.05,23.17,5.66,83.68,1.57
2019,5,24,5,71.93,191.73,5.14,61.83,6.09,4.42,5.26,88.96,4.23,2.43,310.5,99.92,0.21,0.19,86.4,32.82,78.53,6.05,75.21,4.53
2019,5,24,6,136.95,355.42,24.93,115.81,7.86,5.71,6.79,86.3,5.26,2.21,330.4,99.26,0.25,0.2,86.4,63.07,150.78,6.63,66.03,8.84
2019,5,24,7,198.35,521.65,48.06,158.92,9.77,6.72,8.24,81.2,6.68,2.68,3.2,98.88,0.27,0.2,86.41,93.4,225.05,7.1,56.74,13.27
2019,5,24,8,311.4,667.58,68.45,227.45,11.13,6.77,8.95,74.47,7.8,3.08,18.4,96.72,0.35,0.2,86.41,147.15,289.7,7.13,47.77,20.75
2019,5,24,9,400.0,783.42,57.49,290.17,12.24,6.33,9.29,67.16,9.17,3.27,28.5,97.45,0.39,0.2,86.4,185.5,341.0,6.92,39.74,26.34
2019,5,24,10,412.92,858.62,131.71,275.02,12.96,5.93,9.45,62.39,9.69,3.41,36.5,94.65,0.37,0.21,86.39,187.9,373.91,6.74,33.66,27.09
2019,5,24,11,451.33,887.33,74.36,324.21,13.39,5.68,9.54,59.59,8.29,3.24,42.5,96.91,0.4,0.2,86.39,205.53,386.8,6.62,30.91,29.73
2019,5,24,12,477.88,865.67,106.81,325.3,13.36,5.71,9.54,59.8,7.14,3.15,45.9,93.91,0.43,0.21,86.4,216.18,376.9,6.63,32.43,31.0
2019,5,24,13,441.95,792.2,35.76,355.51,12.76,5.79,9.27,62.49,5.34,3.11,47.2,99.13,0.42,0.2,86.42,199.87,343.12,6.66,37.66,28.37
2019,5,24,14,336.45,676.7,24.88,266.01,12.27,5.85,9.06,64.84,4.4,2.95,45.7,98.68,0.36,0.2,86.44,153.78,290.6,6.69,45.23,21.69
2019,5,24,15,254.23,529.6,54.38,205.68,11.96,5.86,8.91,66.18,3.26,2.8,38.5,98.01,0.33,0.2,86.45,114.67,224.46,6.69,53.99,15.87
2019,5,24,16,123.1,369.12,17.15,103.3,11.49,5.94,8.71,68.59,2.62,2.58,30.0,98.41,0.21,0.16,86.47,58.53,153.75,6.72,63.23,8.09
2019,5,24,17,64.78,211.45,12.23,55.05,10.72,6.54,8.63,75.32,2.23,1.95,20.1,97.88,0.16,0.16,86.5,30.67,85.45,7.01,72.47,4.19
2019,5,24,18,25.92,78.45,7.66,21.68,9.04,7.47,8.25,89.86,1.82,1.28,2.2,97.36,0.13,0.15,86.54,11.93,30.38,7.47,81.34,1.69
2019,5,24,19,3.95,7.07,0.0,4.84,7.3,6.67,6.98,95.67,1.63,1.62,347.9,96.98,0.14,0.16,86.6,1.52,2.53,7.06,88.77,0.25
2019,5,24,20,0.0,0.0,0.0,0.0,6.72,6.44,6.58,98.06,1.41,1.75,338.6,96.07,-999.0,-999.0,86.63,0.0,0.0,6.95,90.0,0.0
2019,5,24,21,0.0,0.0,0.0,0.0,6.79,6.56,6.67,98.45,1.18,1.95,330.8,99.49,-999.0,-999.0,86.65,0.0,0.0,7.01,90.0,0.0
2019,5,24,22,0.0,0.0,0.0,0.0,6.63,6.54,6.58,99.4,8.24,1.98,324.5,99.67,-999.0,-999.0,86.65,0.0,0.0,7.0,90.0,0.0
2019,5,24,23,0.0,0.0,0.0,0.0,6.48,6.41,6.44,99.43,4.02,2.02,322.4,99.63,-999.0,-999.0,86.65,0.0,0.0,6.93,90.0,0.0
2019,5,25,0,0.0,0.0,0.0,0.0,6.3,6.23,6.26,99.52,2.72,2.01,324.1,99.77,-999.0,-999.0,86.65,0.0,0.0,6.85,90.0,0.0
2019,5,25,1,0.0,0.0,0.0,0.0,6.05,6.02,6.04,99.78,2.51,1.93,328.4,100.0,-999.0,-999.0,86.66,0.0,0.0,6.75,90.0,0.0
2019,5,25,2,0.0,0.0,0.0,0.0,5.9,5.89,5.9,99.95,3.31,1.92,333.7,99.77,-999.0,-999.0,86.67,0.0,0.0,6.69,90.0,0.0
2019,5,25,3,0.0,0.0,0.0,0.0,5.96,5.89,5.93,99.56,4.86,1.98,339.0,99.77,-999.0,-999.0,86.7,0.0,0.0,6.69,90.0,0.0
2019,5,25,4,3.33,56.5,0.0,3.02,6.34,6.11,6.23,98.44,7.36,2.22,340.5,100.0,0.02,0.13,86.72,1.83,21.74,6.79,83.51,0.26
2019,5,25,5,13.75,173.88,0.6,11.85,6.77,6.38,6.58,97.42,9.0,2.27,344.4,100.0,0.04,0.13,86.74,7.6,69.98,6.92,75.09,1.1
2019,5,25,6,23.8,339.4,1.05,20.6,7.14,6.52,6.83,95.98,11.61,2.45,1.2,100.0,0.04,0.13,86.78,13.57,142.62,6.99,65.91,1.98
2019,5,25,7,33.2,508.58,1.7,28.82,7.35,6.32,6.83,93.17,15.58,2.87,17.2,100.0,0.05,0.13,86.82,19.35,218.05,6.88,56.62,2.84
2019,5,25,8,43.65,659.95,0.54,36.58,7.65,5.88,6.77,88.55,16.57,3.19,24.6,100.0,0.05,0.13,86.87,25.41,285.83,6.67,47.64,3.77
2019,5,25,9,73.97,772.92,0.6,60.91,8.34,5.21,6.78,80.74,16.54,3.48,28.1,100.0,0.07,0.13,86.91,42.02,335.25,6.37,39.6,6.3
2019,5,25,10,84.53,847.67,0.0,69.19,9.28,4.43,6.86,71.76,15.72,3.71,31.0,100.0,0.08,0.14,86.94,47.45,367.82,6.03,33.5,7.11
2019,5,25,11,180.82,901.55,3.22,145.43,10.19,3.7,6.95,64.18,13.24,3.84,32.6,99.9,0.16,0.15,86.97,92.75,394.98,5.73,30.73,14.3
2019,5,25,12,321.85,885.88,87.0,240.21,11.33,3.03,7.18,56.71,10.43,3.95,33.3,98.76,0.29,0.16,86.99,154.7,387.92,5.46,32.25,23.18
2019,5,25,13,258.42,823.83,83.14,196.84,12.3,2.38,7.34,50.77,6.62,4.13,34.3,99.5,0.25,0.15,87.01,126.44,360.88,5.21,37.49,19.01
2019,5,25,14,348.65,719.38,77.93,255.17,12.97,1.74,7.35,46.37,4.19,4.28,36.5,97.24,0.37,0.16,87.03,160.45,314.73,4.97,45.07,23.36
2019,5,25,15,268.77,579.85,37.0,228.08,13.16,1.02,7.09,43.51,2.29,4.37,39.0,99.14,0.34,0.16,87.05,123.12,252.67,4.72,53.84,17.65
2019,5,25,16,218.55,415.9,227.22,127.63,12.85,0.35,6.6,42.25,1.2,4.34,42.7,84.85,0.36,0.1,87.07,96.8,179.22,4.49,63.08,12.83
2019,5,25,17,137.48,248.73,200.86,82.27,11.97,-0.02,5.97,43.6,0.45,3.92,46.9,73.41,0.34,0.08,87.12,59.33,104.35,4.37,72.32,7.3
2019,5,25,18,63.28,96.82,149.17,42.91,9.54,1.56,5.55,57.62,0.23,2.45,52.0,60.83,0.31,0.16,87.19,25.25,37.87,4.91,81.18,3.04
2019,5,25,19,7.03,8.82,13.88,9.14,5.43,1.84,3.64,77.63,0.25,2.37,60.9,44.43,0.23,0.16,87.26,2.47,3.12,4.99,88.68,0.36
2019,5,25,20,0.0,0.0,0.0,0.0,3.87,1.29,2.58,83.34,0.17,2.35,70.3,30.11,-999.0,-999.0,87.32,0.0,0.0,4.8,90.0,0.0
2019,5,25,21,0.0,0.0,0.0,0.0,3.34,0.91,2.12,84.22,0.13,2.44,80.8,17.65,-999.0,-999.0,87.36,0.0,0.0,4.67,90.0,0.0
2019,5,25,22,0.0,0.0,0.0,0.0,3.52,0.56,2.04,81.05,2.42,2.07,97.0,10.12,-999.0,-999.0,87.39,0.0,0.0,4.55,90.0,0.0
2019,5,25,23,0.0,0.0,0.0,0.0,3.72,0.54,2.13,79.94,1.34,1.71,119.9,8.71,-999.0,-999.0,87.41,0.0,0.0,4.55,90.0,0.0
2019,5,26,0,0.0,0.0,0.0,0.0,3.54,0.66,2.1,81.51,1.31,1.39,143.8,12.76,-999.0,-999.0,87.43,0.0,0.0,4.58,90.0,0.0
2019,5,26,1,0.0,0.0,0.0,0.0,3.89,0.81,2.35,80.4,0.66,0.89,161.8,23.18,-999.0,-999.0,87.44,0.0,0.0,4.63,90.0,0.0
2019,5,26,2,0.0,0.0,0.0,0.0,3.75,0.77,2.26,81.02,0.3,0.55,226.5,4.8,-999.0,-999.0,87.44,0.0,0.0,4.62,90.0,0.0
2019,5,26,3,0.0,0.0,0.0,0.0,2.22,0.33,1.27,87.37,0.19,1.37,277.5,10.34,-999.0,-999.0,87.42,0.0,0.0,4.47,90.0,0.0
2019,5,26,4,66.47,78.93,271.41,33.46,1.89,0.61,1.25,91.43,0.12,1.81,291.0,28.21,0.43,0.19,87.41,25.8,30.12,4.57,83.35,2.86
2019,5,26,5,173.48,223.88,430.99,67.22,5.16,2.06,3.61,80.34,0.02,1.82,297.6,39.89,0.5,0.17,87.41,73.23,93.07,5.06,74.97,8.36
2019,5,26,6,298.02,395.5,520.96,103.97,8.05,1.46,4.76,63.12,0.0,0.72,22.0,48.32,0.55,0.13,87.42,129.66,169.18,4.85,65.8,16.15
2019,5,26,7,440.48,561.7,503.52,171.75,10.63,0.84,5.74,50.77,0.02,2.69,78.4,56.45,0.6,0.13,87.44,192.68,242.23,4.64,56.51,25.48
2019,5,26,8,572.33,708.28,541.08,228.54,12.09,0.92,6.51,46.3,0.11,3.35,85.9,61.42,0.64,0.14,87.46,250.62,306.13,4.66,47.52,34.19
2019,5,26,9,619.5,824.67,334.63,350.29,13.26,0.98,7.12,43.06,0.14,3.52,92.1,84.07,0.61,0.15,87.47,271.92,356.5,4.68,39.46,38.4
2019,5,26,10,654.0,901.42,393.05,342.68,14.22,0.9,7.56,40.2,0.23,3.58,97.1,85.04,0.59,0.15,87.47,286.6,389.45,4.65,33.34,41.06
2019,5,26,11,685.33,920.75,250.48,418.63,14.91,0.94,7.92,38.52,1.16,3.65,101.5,90.94,0.6,0.15,87.46,299.2,395.32,4.66,30.56,42.37
2019,5,26,12,612.65,904.58,516.36,251.88,15.44,0.82,8.13,36.99,0.79,3.75,105.8,82.23,0.55,0.16,87.44,263.85,388.68,4.63,32.07,37.48
2019,5,26,13,559.15,846.3,556.87,246.45,15.73,0.67,8.2,35.82,0.42,3.69,108.6,93.16,0.53,0.15,87.4,239.42,362.22,4.57,37.33,34.4
2019,5,26,14,517.25,740.75,429.77,276.39,15.76,0.48,8.12,35.27,0.17,3.56,111.2,85.83,0.55,0.14,87.37,224.33,316.85,4.51,44.92,31.41
2019,5,26,15,399.17,601.83,374.77,224.3,15.44,0.25,7.85,35.43,0.19,3.47,115.1,89.22,0.51,0.14,87.34,172.08,256.72,4.44,53.7,23.49
2019,5,26,16,378.0,440.15,487.89,170.81,14.77,0.04,7.4,36.41,0.13,3.35,119.9,66.39,0.63,0.12,87.34,161.35,186.4,4.37,62.94,20.32
2019,5,26,17,239.4,271.83,467.2,101.18,13.59,0.35,6.97,40.21,0.06,2.91,127.0,47.38,0.59,0.12,87.36,100.03,112.73,4.47,72.17,11.56
2019,5,26,18,99.8,114.47,299.2,49.46,10.34,3.93,7.14,64.62,0.01,1.89,139.3,33.9,0.48,0.18,87.39,39.42,44.68,5.8,81.03,4.36
2019,5,26,19,9.85,10.8,40.08,10.43,6.69,2.58,4.64,75.11,0.0,2.34,157.2,23.31,0.3,0.22,87.4,3.38,3.66,5.26,88.59,0.47
2019,5,26,20,0.0,0.0,0.0,0.0,5.3,1.64,3.47,77.21,0.0,2.53,177.7,6.42,-999.0,-999.0,87.41,0.0,0.0,4.91,90.0,0.0
2019,5,26,21,0.0,0.0,0.0,0.0,4.54,0.96,2.75,77.6,0.0,2.53,198.2,0.1,-999.0,-999.0,87.39,0.0,0.0,4.68,90.0,0.0
2019,5,26,22,0.0,0.0,0.0,0.0,3.95,0.28,2.12,76.9,0.0,2.48,215.2,4.12,-999.0,-999.0,87.37,0.0,0.0,4.45,90.0,0.0
2019,5,26,23,0.0,0.0,0.0,0.0,3.34,-0.32,1.51,76.84,0.0,2.54,226.1,7.93,-999.0,-999.0,87.35,0.0,0.0,4.26,90.0,0.0
2019,5,27,0,0.0,0.0,0.0,0.0,2.78,-0.87,0.96,76.94,0.0,2.61,230.3,11.95,-999.0,-999.0,87.33,0.0,0.0,4.1,90.0,0.0
2019,5,27,1,0.0,0.0,0.0,0.0,2.39,-1.36,0.52,76.21,0.0,2.58,231.9,0.14,-999.0,-999.0,87.32,0.0,0.0,3.95,90.0,0.0
2019,5,27,2,0.0,0.0,0.0,0.0,1.96,-1.85,0.06,75.6,0.0,2.56,233.6,0.53,-999.0,-999.0,87.31,0.0,0.0,3.8,90.0,0.0
2019,5,27,3,0.0,0.0,0.0,0.0,1.62,-2.33,-0.36,74.8,0.0,2.52,234.9,0.0,-999.0,-999.0,87.29,0.0,0.0,3.67,90.0,0.0
2019,5,27,4,85.0,85.12,412.79,30.52,2.86,-1.41,0.73,73.47,0.0,2.36,233.6,0.33,0.54,0.24,87.27,31.45,31.58,3.94,83.19,3.31
2019,5,27,5,234.65,235.18,718.9,48.1,7.05,-0.59,3.23,58.3,0.0,2.08,228.3,0.67,0.68,0.18,87.25,95.63,95.88,4.19,74.85,10.21
2019,5,27,6,403.12,404.15,833.08,62.46,10.36,-2.34,4.01,40.82,0.0,2.36,194.0,1.0,0.74,0.15,87.25,169.38,169.25,3.67,65.69,19.94
2019,5,27,7,568.83,570.2,901.32,73.67,12.72,-2.79,4.96,33.68,0.0,3.08,174.0,1.33,0.78,0.15,87.23,242.15,241.35,3.54,56.4,30.55
2019,5,27,8,714.53,716.1,948.93,78.97,14.46,-2.87,5.8,29.89,0.0,3.18,168.2,1.67,0.8,0.14,87.19,306.07,304.58,3.52,47.4,40.13
2019,5,27,9,807.45,830.03,903.02,120.26,16.03,-2.97,6.53,26.85,0.0,3.03,162.7,11.43,0.79,0.13,87.14,347.35,353.76,3.5,39.33,46.72
2019,5,27,10,894.92,904.88,942.52,130.03,17.44,-2.88,7.28,24.67,0.0,2.69,155.4,11.36,0.81,0.14,87.09,385.35,386.45,3.52,33.19,52.35
2019,5,27,11,912.2,929.92,933.97,117.96,18.62,-2.6,8.01,23.42,0.0,2.36,141.9,7.45,0.8,0.16,87.04,392.35,396.78,3.6,30.39,53.4
2019,5,27,12,834.47,912.42,886.62,125.4,19.38,-2.24,8.57,22.94,0.0,2.31,123.0,24.76,0.74,0.16,87.0,358.4,389.72,3.7,31.9,49.17
2019,5,27,13,791.33,846.85,832.37,148.51,19.72,-1.86,8.93,23.18,0.0,2.57,106.7,20.64,0.75,0.14,86.97,340.75,361.85,3.82,37.17,46.08
2019,5,27,14,675.88,739.12,722.74,176.94,19.61,-1.49,9.06,23.94,0.0,2.97,97.7,36.67,0.72,0.11,86.95,291.45,315.67,3.92,44.77,38.75
2019,5,27,15,525.75,599.25,561.28,204.87,19.04,-1.23,8.9,25.31,0.0,3.21,95.0,53.19,0.67,0.1,86.95,226.6,255.38,4.0,53.55,29.47
2019,5,27,16,367.8,436.77,513.59,140.06,18.08,-0.89,8.6,27.55,0.0,3.23,99.8,48.6,0.61,0.1,86.96,156.9,184.78,4.1,62.79,19.44
2019,5,27,17,231.32,267.83,480.95,92.56,16.39,0.96,8.68,35.3,0.0,2.67,113.2,42.52,0.57,0.1,86.98,96.6,110.85,4.72,72.02,11.13
2019,5,27,18,101.3,111.9,301.23,55.81,12.65,5.25,8.95,60.82,0.0,1.95,137.5,35.85,0.48,0.21,87.02,39.97,43.73,6.39,80.88,4.45
2019,5,27,19,10.07,10.9,31.29,12.0,8.6,3.29,5.94,69.26,0.0,2.53,164.1,32.78,0.29,0.23,87.05,3.58,3.85,5.55,88.5,0.49
2019,5,27,20,0.0,0.0,0.0,0.0,7.44,1.87,4.65,67.71,0.0,2.74,185.6,27.23,-999.0,-999.0,87.08,0.0,0.0,5.01,90.0,0.0
2019,5,27,21,0.0,0.0,0.0,0.0,7.2,0.96,4.08,64.45,0.0,2.9,203.8,11.85,-999.0,-999.0,87.08,0.0,0.0,4.69,90.0,0.0
2019,5,27,22,0.0,0.0,0.0,0.0,6.22,0.67,3.44,67.48,0.0,2.81,217.9,50.07,-999.0,-999.0,87.09,0.0,0.0,4.59,90.0,0.0
2019,5,27,23,0.0,0.0,0.0,0.0,5.32,0.53,2.93,71.2,0.0,2.85,228.7,36.44,-999.0,-999.0,87.08,0.0,0.0,4.55,90.0,0.0
2019,5,28,0,0.0,0.0,0.0,0.0,4.83,0.29,2.56,72.36,0.0,2.94,236.1,51.13,-999.0,-999.0,87.07,0.0,0.0,4.47,90.0,0.0
2019,5,28,1,0.0,0.0,0.0,0.0,4.49,0.02,2.26,72.61,0.0,2.84,243.3,24.25,-999.0,-999.0,87.05,0.0,0.0,4.38,90.0,0.0
2019,5,28,2,0.0,0.0,0.0,0.0,4.18,-0.23,1.98,73.01,0.0,3.12,253.2,3.23,-999.0,-999.0,87.04,0.0,0.0,4.31,90.0,0.0
2019,5,28,3,0.0,0.0,0.0,0.0,4.28,-0.57,1.86,70.65,0.0,3.03,261.1,3.71,-999.0,-999.0,87.03,0.0,0.0,4.2,90.0,0.0
2019,5,28,4,73.1,74.22,247.94,37.45,5.53,0.92,3.23,72.27,0.0,2.55,269.8,4.19,0.45,0.24,87.03,27.7,28.15,4.69,83.03,3.13
2019,5,28,5,207.65,211.68,521.08,68.41,9.8,3.22,6.51,63.75,0.0,1.79,277.4,4.67,0.6,0.2,87.03,84.67,86.34,5.54,74.75,9.22
2019,5,28,6,357.33,371.55,626.29,100.99,13.15,1.09,7.12,43.72,0.0,1.66,281.4,8.39,0.65,0.16,87.04,149.28,154.9,4.74,65.59,17.38
2019,5,28,7,517.3,536.22,710.19,119.87,16.75,0.34,8.55,32.77,0.0,0.68,15.3,8.65,0.7,0.17,87.05,219.1,226.28,4.48,56.29,27.06
2019,5,28,8,673.22,681.95,760.27,146.47,18.35,0.37,9.36,29.69,0.0,1.4,49.0,8.08,0.75,0.17,87.06,287.65,289.67,4.49,47.29,36.88
2019,5,28,9,767.9,796.4,767.06,168.11,19.46,0.56,10.01,28.14,0.0,1.87,62.6,14.58,0.75,0.16,87.07,329.32,339.39,4.56,39.21,43.38
2019,5,28,10,810.95,871.12,827.29,293.5,20.15,0.63,10.39,27.08,0.0,2.16,74.4,77.01,0.73,0.13,87.07,348.28,372.05,4.58,33.05,46.76
2019,5,28,11,751.75,842.58,344.64,417.81,20.74,0.72,10.73,26.28,0.0,2.35,85.4,80.95,0.66,0.11,87.06,317.72,352.21,4.61,30.23,40.63
2019,5,28,12,756.72,827.88,446.55,360.94,21.08,0.75,10.92,25.78,0.0,2.49,94.6,55.25,0.67,0.12,87.04,319.22,346.53,4.62,31.74,40.7
2019,5,28,13,705.8,764.22,446.97,321.56,21.12,0.74,10.93,25.71,0.0,2.56,100.3,62.86,0.67,0.11,87.01,297.48,319.57,4.62,37.01,37.63
2019,5,28,14,622.53,661.4,509.17,239.52,21.06,0.7,10.88,25.74,0.0,2.52,103.5,36.88,0.66,0.12,86.99,261.27,275.72,4.61,44.62,32.48
2019,5,28,15,494.83,525.67,475.74,194.69,20.71,0.64,10.68,26.18,0.0,2.39,107.0,21.68,0.63,0.12,86.96,205.93,217.5,4.59,53.41,24.97
2019,5,28,16,342.15,369.08,411.02,145.16,19.83,1.09,10.46,28.59,0.0,2.3,113.0,17.73,0.56,0.07,86.93,140.12,150.53,4.75,62.65,16.42
2019,5,28,17,199.75,213.85,306.64,101.34,17.83,4.61,11.22,42.11,0.0,1.88,124.6,15.27,0.48,0.03,86.91,79.55,84.75,6.18,71.88,9.14
2019,5,28,18,81.47,84.22,141.1,58.38,13.8,7.12,10.46,64.08,0.0,2.06,145.3,8.56,0.38,0.19,86.92,31.25,32.33,7.27,80.74,3.8
2019,5,28,19,8.57,8.77,6.3,10.72,10.4,4.43,7.42,66.45,0.0,2.67,167.7,7.55,0.23,0.21,86.93,3.3,3.38,6.02,88.4,0.46
